"expediente","tipo","objeto","estado","importe","fechas","url"
"756.19","Servicios","data warehouse","Resuelta","380.000,00","Publicación PLACSP:
Adjudicación:08/10/2019
Formalización:07/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=xgWpU5UGjleXQV0WE7lYPw%3D%3D"
"750.19","Suministros","equipamiento servicio de piensos","Resuelta","188.009,20","Publicación PLACSP:
Adjudicación:01/10/2019
Formalización:15/10/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=hQIWkoodE%2Fymq21uxhbaVQ%3D%3D"
"766.19","Obras","ejecución de las obras de construcción del futuro edificio denominado facultad de ciencias empresariales en la parcela b-5 del modificado plan especial de 2.009.","Resuelta","5.167.898,58","Publicación PLACSP:
Adjudicación:25/03/2021
Formalización:25/03/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=xw4lKZDGy2wuf4aBO%2BvQlQ%3D%3D"
"765.19","Suministros","equipamiento de un laboratorio en el edificio cite i (químicas)","Resuelta","135.000,00","Publicación PLACSP:
Adjudicación:25/10/2019
Formalización:25/10/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=F8ql3CqlVWIuf4aBO%2BvQlQ%3D%3D"
"758.19","Servicios","soporte, asistencia técnica y mantenimiento de los servidores","Resuelta","255.000,00","Publicación PLACSP:
Adjudicación:15/11/2019
Formalización:13/12/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=d2QZs3mscVcuf4aBO%2BvQlQ%3D%3D"
"752.19","Servicios","Prestación de servicios de estudio del impacto económico, social y ambiental de la Universidad de Almería en 2019","Resuelta","20.000,00","Publicación PLACSP:
Adjudicación:07/06/2019
Formalización:22/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=g3U4kWrqo3V7h85%2Fpmmsfw%3D%3D"
"760.19","Servicios","prestación de servicios para el programa study abroad","Resuelta","122.307,03","Publicación PLACSP:
Adjudicación:10/06/2019
Formalización:02/07/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ruhVH4fJta8SugstABGr5A%3D%3D"
"751.19","Suministros","cromatógrafo de líquidos","Resuelta","325.657,00","Publicación PLACSP:
Adjudicación:23/07/2019
Formalización:05/09/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=AlBwJ%2FXtkaznSoTX3z%2F7wA%3D%3D"
"754.19","Suministros","Adquisición de un Sistema integral de corrección automática de pruebas de tipo test, tanto para exámenes docentes como para la realización de procesos selectivos.","Resuelta","31.500,00","Publicación PLACSP:
Adjudicación:20/12/2021
Formalización:21/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=o6gDUDNMekSmq21uxhbaVQ%3D%3D"
"745.19","Obras","facultad de ciencias económicas","Resuelta","5.400.825,71","Publicación PLACSP:
Desistimiento:14/05/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Z7RwsWd2tr0SugstABGr5A%3D%3D"
"748.18","Servicios","interpretes lengua de signos","Resuelta","60.000,00","Publicación PLACSP:
Adjudicación:25/06/2019
Formalización:05/07/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=kXoIy2w7%2FWEBPRBxZ4nJ%2Fg%3D%3D"
"757.19","Servicios","impresión de títulos","Resuelta","200.000,00","Publicación PLACSP:
Adjudicación:03/07/2019
Formalización:24/07/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qAqoDtvS0jyXQV0WE7lYPw%3D%3D"
"733.18","Obras","obras para la mejora del campo de prácticas de la escuela superior de ingeniería.","Resuelta","308.069,16","Publicación PLACSP:
Adjudicación:20/06/2019
Formalización:05/07/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zXCBguU73MdvYnTkQN0%2FZA%3D%3D"
"753.19","Servicios","auditoria de las cuentas anuales","Resuelta","94.500,00","Publicación PLACSP:
Adjudicación:17/06/2019
Formalización:07/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6tjRwDCfxjlvYnTkQN0%2FZA%3D%3D"
"725.18","Servicios","Prestación del servicio de Póliza de accidentes de alumnos mayores de 28 años, Póliza de accidentes del personal en comisión de servicios y Póliza de responsabilidad patrimonial (autoridades)","Resuelta","27.500,00","Publicación PLACSP:
Adjudicación:07/11/2019
Formalización:12/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6ARdWQ80dfcSugstABGr5A%3D%3D"
"749.19","Suministros","Contratación del derecho de uso y actualización del software Matlab para uso docente e investigador","Resuelta","15.850,00","Publicación PLACSP:
Adjudicación:18/03/2019
Formalización:07/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=LvNkljE63YAuf4aBO%2BvQlQ%3D%3D"
"746.19","Suministros","subcontratación de la Universidad del País
Vasco a través del Dr. Sergio Seaone (Investigador Principal del grupo de Ecología del Fitoplancton de
Estuarios y Aguas Costeras (FITEAC), perteneciente al Departamento de Biología Vegetal y Ecología)
para disponer de su colección de microalgas además de la realización de campañas de nuevos
aislamientos de microalgas dentro del proyecto titulado “Microbiona marino contra el cáncer”
(MARBIOM, RTC-2017-6405-1), de la convocatoria Retos-Colaboración 2017 del Ministerio de
Ciencia, Innovación y Universidades","Resuelta","74.610,00","Publicación PLACSP:
Adjudicación:29/03/2022
Formalización:29/03/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6PoBDkeAM7arz3GQd5r6SQ%3D%3D"
"724.18","Patrimonial","Concesión demanial de uso privativo de un local comercial para la implantación de un quiosco en el Campus Universitario de Almería, que tiene la naturaleza de bien de dominio público, para su ulterior explotación mediante el ejercicio de actividad económica de venta de prensa, revista y otras clases de artículos característicos de estos establecimientos.","Resuelta","7.000,00","Publicación PLACSP:
Adjudicación:12/11/2019
Formalización:12/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=YcVqh%2FebmKWXQV0WE7lYPw%3D%3D"
"729.18","Servicios","Servicios de socorrismo y salvamento, mantenimiento de las instalaciones de agua caliente e instalaciones eléctricas e hidráulicas de filtrado del agua y la climatización, ventilación y control higrométrico de la piscina universitaria.","Resuelta","91.580,00","Publicación PLACSP:
Adjudicación:28/05/2019
Formalización:05/07/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=TnvO6I4BX9bnSoTX3z%2F7wA%3D%3D"
"744.18","Suministros","Adquisición de diverso material informático para el equipamiento del
Departamento Agronomía de la Universidad de Almería.","Resuelta","4.477,98","Publicación PLACSP:
Adjudicación:17/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4Ep7H2Y38x0BPRBxZ4nJ%2Fg%3D%3D"
"743.18","Suministros","Simulador para las prácticas del departamento de Enfermería, Fisioterapia y Medicina","Resuelta","16.906,00","Publicación PLACSP:
Adjudicación:04/12/2018
Formalización:17/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qtdSOc1uu4USugstABGr5A%3D%3D"
"742.18","Suministros","Adquisición de simuladores e instrumentos de reanimación para las prácticas del Departamento de Enfermería, Fisioterapia y Medicina.","Resuelta","16.005,00","Publicación PLACSP:
Adjudicación:04/12/2018
Formalización:17/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5Ls0PNmtXtUuf4aBO%2BvQlQ%3D%3D"
"741.18","Suministros","Adquisición de Kit Docencia cuidados geriatricos","Resuelta","31.555,35","Publicación PLACSP:
Adjudicación:04/12/2018
Formalización:17/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=3twLG8y1jjWrz3GQd5r6SQ%3D%3D"
"734.18","Servicios","Servicios de mantenimiento de las instalaciones de la Universidad de Almería contra la proliferación de legionella","Resuelta","17.000,00","Publicación PLACSP:
Adjudicación:07/05/2019
Formalización:07/05/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=yEm2GHfjznfnSoTX3z%2F7wA%3D%3D"
"711.18","Suministros","Suministro de equipamiento audiovisual para reemplazar los equipos instalados en algunas aulas docentes y salas nobles de la Universidad de Almería que presentan signos de obsolescencia.","Resuelta","59.500,00","Publicación PLACSP:
Adjudicación:08/03/2019
Formalización:27/03/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2FJPrc8v%2F2GF7h85%2Fpmmsfw%3D%3D"
"738.18","Suministros","Contratación del derecho de uso y actualización del software Matlab para uso docente e investigador","Resuelta","15.850,00","Publicación PLACSP:
Adjudicación:10/11/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Kr2fMUE3qysuf4aBO%2BvQlQ%3D%3D"
"732.18","Suministros","Adquisición de una fuente secundaria de ionización electrospray que permita acoplarse a nuestros espectrómetros de masas de alta resolución y así poder monitorizar el metabolismo de organismos vivos en tiempo real, a través del perfil de compuestos volátiles emitidos","Resuelta","30.000,00","Publicación PLACSP:
Adjudicación:10/11/2018
Formalización:11/11/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=w28g6wiaK0x7h85%2Fpmmsfw%3D%3D"
"740.18","Suministros","Contratación del derecho de uso y actualización del software IBM SPSS STATISTICS para uso docente e investigador.","Resuelta","20.500,00","Publicación PLACSP:
Adjudicación:20/11/2018
Formalización:09/01/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=u4FtR4XIhPbnSoTX3z%2F7wA%3D%3D"
"735.18","Suministros","Adquisición de un Sistema portátil y portable de amplificación y registro de actividad EEG de 64 canales activos para el desarrollo de las investigaciones electrofisiológicas.","Resuelta","27.500,00","Publicación PLACSP:
Adjudicación:02/11/2018
Formalización:20/11/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=mBEnyWRWrFOiEJrVRqloyA%3D%3D"
"726.18","Suministros","Sustitución de las actuales butacas existentes en el Auditorio de la Universidad de Almería, por otras nuevas.","Resuelta","97.200,00","Publicación PLACSP:
Adjudicación:07/11/2019
Formalización:07/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WfkShkCyloUBPRBxZ4nJ%2Fg%3D%3D"
"727.18","Servicios","Prestación del servicio de prevención en las especialidades de Vigilancia de la Salud e Higiene Industrial en esta Universidad","Resuelta","286.000,00","Publicación PLACSP:
Adjudicación:08/07/2019
Formalización:12/07/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5febJHxXTHxvYnTkQN0%2FZA%3D%3D"
"716.18","Suministros","Acuerdo marco para la adquisición de suministros en instalaciones audiovisuales y de comunicaciones de la Universidad de Almería.","Resuelta","345.000,00","Publicación PLACSP:
Desistimiento:17/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=uzHFAKhCUdqrz3GQd5r6SQ%3D%3D"
"719.18","Servicios","Acuerdo marco para la prestación de servicios de transporte de la comunidad universitaria o personas relacionadas con las actividades de la Universidad de Almería.","Resuelta","180.000,00","Publicación PLACSP:
Adjudicación:20/06/2019
Formalización:25/06/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6YxNFEx4cwESugstABGr5A%3D%3D"
"714.18","Servicios","Contratación de servicios de telefonía para la Universidad de Almería","Resuelta","555.371,91","Publicación PLACSP:
Adjudicación:19/11/2019
Formalización:16/01/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZCsIJOwHpdKmq21uxhbaVQ%3D%3D"
"715.18","Servicios","Prestación del servicio de Impresión de Títulos Universitarios Oficiales, el Suplemento Europeo y sus copias electrónicas, los Títulos Propios de la Universidad de Almería y otros Títulos.","Anulada","200.000,00","","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=hD3mV%2F7oWi2iEJrVRqloyA%3D%3D"
"731.18","Servicios","Servicio de mantenimiento del Centro de Proceso de Datos de la de la Universidad de Almería","Resuelta","240.000,00","Publicación PLACSP:
Adjudicación:03/04/2019
Formalización:08/04/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=z3P683PnkREuf4aBO%2BvQlQ%3D%3D"
"717.18","Suministros","Ofertas para la contratación de Suministro de Diverso Material informático que promueve la Universidad de Almería en el presente procedimiento restringido, no sujeto a regulación armonizada, mediante un Sistema Dinámico de Adquisición.","Resuelta","300.000,00","Publicación PLACSP:
Adjudicación:04/04/2022
Formalización:04/04/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=G8YMWKzAVF2XQV0WE7lYPw%3D%3D"
"737.18","Suministros","Suministro de 80 equipos informáticos personales de gama profesional para la Universidad de Almería.","Resuelta","78.700,00","Publicación PLACSP:
Adjudicación:12/11/2019
Formalización:12/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=1vzY7%2FLZaVXnSoTX3z%2F7wA%3D%3D"
"730.18","Suministros","licencia  microsoft campus","Resuelta","177.012,00","Publicación PLACSP:
Adjudicación:18/01/2019
Formalización:18/01/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=SlJFXQ%2FZkWESugstABGr5A%3D%3D"
"721.18","Servicios","Celebración de evento con motivo de la celebración del Congreso Científico de carácter Internacional “10th European meeting on Solar Chemistry and Photocatalysis: Environmental Applications (SPEA10)”, consistente en visita al OASYS-Parque Temático del Desierto de Tabernas, en el marco de las actividades sociales programadas durante el congreso, y con el objetivo de promocionar el proyecto de interés cultural “Almería Tierra de Cine","Resuelta","22.181,50","Publicación PLACSP:
Adjudicación:14/06/2018
Formalización:05/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=j96QUckUtkAuf4aBO%2BvQlQ%3D%3D"
"718.18","Servicios","Prestación de servicios consistente en el transporte adaptado al Centro de Investigación CERNEP","Resuelta","32.900,00","Publicación PLACSP:
Adjudicación:26/07/2018
Formalización:26/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=iDdm%2FdFUcGJ7h85%2Fpmmsfw%3D%3D"
"723.18","Servicios","Programa Study Abroad de la Universidad de Almería. Prestación de servicios de alojamiento, manutención y programación cultural dentro del programa Study Abroad de la Universidad de Almería.","Resuelta","97.766,00","Publicación PLACSP:
Adjudicación:18/07/2018
Formalización:18/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=i7DmDG1Wj9UBPRBxZ4nJ%2Fg%3D%3D"
"720.18","Servicios","Prestación de un servicio 24x7 de detección, evaluación, notificación y corrección de vulnerabilidades sobre los servicios TIC de la UAL","Resuelta","29.119,98","Publicación PLACSP:
Adjudicación:07/11/2019
Formalización:07/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ASF5UI%2BdlMEBPRBxZ4nJ%2Fg%3D%3D"
"710.18","Suministros","Suministro, incluido el transporte, montaje e instalación de equipos de climatización en varios edificios de la Universidad de Almería","Resuelta","284.949,00","Publicación PLACSP:
Adjudicación:17/01/2022
Formalización:08/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=FENEBgUAElhvYnTkQN0%2FZA%3D%3D"
"713.18","Suministros","Acuerdo marco para el suministro de gases, líquidos criogénicos, reactivos, material fungible y equipamiento para los laboratorios de investigación, desarrollo, innovación y docencia de la Universidad de Almería.","Parcialmente Resuelta","1.396.000,00","Publicación PLACSP:
Adjudicación:31/07/2019
Formalización:01/10/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=N8TFMSXb6uIBPRBxZ4nJ%2Fg%3D%3D"
"709.18","Suministros","acuerdo marco material de oficina","Resuelta","660.000,00","Publicación PLACSP:
Adjudicación:03/10/2018
Formalización:18/01/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=8xhFncwhMbsQK2TEfXGy%2BA%3D%3D"
"708.18","Servicios","asistencia técnica en el mantenimiento","Resuelta","55.000,00","Publicación PLACSP:
Adjudicación:18/05/2018
Formalización:25/05/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=rsYqj19Zo2EQK2TEfXGy%2BA%3D%3D"
"703.18","Servicios","concierto lori meyers","Resuelta","60.000,00","Publicación PLACSP:
Adjudicación:06/06/2018
Formalización:06/06/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0P8IORRG9PcQK2TEfXGy%2BA%3D%3D"
"705.18","Suministros","sistema automático fenotipado de plantas","Resuelta","385.078,00","Publicación PLACSP:
Adjudicación:11/07/2018
Formalización:18/09/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=uWywrQjoa3kQK2TEfXGy%2BA%3D%3D"
"707.18","Servicios","Prestación de servicios de Producción, Redacción y Grabación para canal televisión en el Gabinete de Comunicación de la Universidad de Almería","Resuelta","40.000,00","Publicación PLACSP:
Adjudicación:13/06/2018
Formalización:14/06/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6b1ciJBlg5oQK2TEfXGy%2BA%3D%3D"
"706.18","Servicios","Prestación de servicios de Realizador audiovisual para el canal televisión en el Gabinete de Comunicación de la Universidad de Almería","Resuelta","40.000,00","Publicación PLACSP:
Adjudicación:13/06/2018
Formalización:13/06/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Gd%2BOnNq9ok4QK2TEfXGy%2BA%3D%3D"
"704.18","Suministros","Suministro e instalación de una Cámara Fitotrón visitable para el crecimiento de plantas en condiciones controladas","Resuelta","49.900,00","Publicación PLACSP:
Adjudicación:18/05/2018
Formalización:25/05/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=kk0ou7ptSTAQK2TEfXGy%2BA%3D%3D"
"702.18","Suministros","Derecho de despliegue ilimitado de los programas Oracle para las operaciones de negocio de la Universidad de Almería, comprendiendo las actividades académicas, docentes, de investigación y de gestión.","Resuelta","75.651,22","Publicación PLACSP:
Adjudicación:06/06/2018
Formalización:06/06/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=M3N2uZThUPcQK2TEfXGy%2BA%3D%3D"
"700.18","Suministros","Adquisición de un sistema de amplificación y cuantificación de ácidos nucleicos mediante PCR digital en micro-gotas (ddPCR: droplet digital PCR).","Resuelta","114.990,00","Publicación PLACSP:
Adjudicación:05/07/2018
Formalización:05/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=kOezmctft7MQK2TEfXGy%2BA%3D%3D"
"683.17","Suministros","Adquisición de productos y material de imprenta, de utilización común por los distintos Centros de Gasto de la Universidad de Almería","Resuelta","30.000,00","Publicación PLACSP:
Adjudicación:15/05/2018
Formalización:16/05/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=70CoICgMgZUQK2TEfXGy%2BA%3D%3D"
"701.18","Servicios","Prestación del servicio integral de limpieza y servicio de mudanzas en las dependencias de la Universidad de Almería","Resuelta","7.845.420,00","Publicación PLACSP:
Adjudicación:05/09/2018
Formalización:07/09/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Z5KRJ1v%2BLtsQK2TEfXGy%2BA%3D%3D"
"656.16","Servicios","Prestación del servicio de mantenimiento de los jardines de la Universidad de Almería","Resuelta","180.000,00","Publicación PLACSP:
Adjudicación:22/10/2018
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KmffoS1TaiYQK2TEfXGy%2BA%3D%3D"
"698.17","Obras","Obras para la reparación Integral de Cubiertas en los siguientes edificios: Aulario I, Aulario II, Aulario IV y Biblioteca de la Universidad de Almería","Resuelta","985.581,55","Publicación PLACSP:
Adjudicación:27/07/2018
Formalización:27/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=HQ9yMlBRoXcQK2TEfXGy%2BA%3D%3D"
"697.17","Obras","Obras para la ampliación edificio de Neurociencias para la construcción del Decanato de Psicología de la Universidad de Almería","Resuelta","193.405,20","Publicación PLACSP:
Adjudicación:29/06/2018
Formalización:12/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=U41e6fwd%2BtoQK2TEfXGy%2BA%3D%3D"
"699.17","Suministros","Adquisición un espectrómetro de Masas de Alta Resolución acoplado a Cromatografía Liquida e iónica","Resuelta","225.000,00","Publicación PLACSP:
Adjudicación:01/03/2018
Formalización:01/03/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=r7YvKipkujMQK2TEfXGy%2BA%3D%3D"
"675.17","Servicios","Prestación del Servicio de fotocopias y reprografía de la Universidad de Almería.","Resuelta","72.000,00","Publicación PLACSP:
Adjudicación:05/07/2018
Formalización:05/07/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=H0DZ9dl8u2IQK2TEfXGy%2BA%3D%3D"
"696.17","Suministros","Adquisición y puesta en funcionamiento de un sistema de gestión de expedientes electrónicos de contratación destinado al Servicio de Contratación, Patrimonio y Servicios Comunes de la Universidad de Almería","Resuelta","60.000,00","Publicación PLACSP:
Adjudicación:17/01/2022
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=h4ItidwJScQQK2TEfXGy%2BA%3D%3D"
"689.17","Suministros","Adquisición de un Analizador portátil multiparamétrico de gases ambientales basado en espectrometría de infrarrojo FTIR (Fourier Transform Infrared)","Resuelta","58.700,00","Publicación PLACSP:
Adjudicación:01/03/2018
Formalización:01/03/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=eiIcSeYq4UYQK2TEfXGy%2BA%3D%3D"
"680.17","Suministros","Desarrollo de una red sísmica local en la provincia de Almería (sur de España)","Resuelta","102.547,00","Publicación PLACSP:
Adjudicación:04/05/2018
Formalización:04/05/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=1emgQylNChMQK2TEfXGy%2BA%3D%3D"
"694.17","Suministros","Adquisición de diverso equipamiento destinado al Servicio de Piensos Experimentales-CITE IV ","Resuelta","110.395,00","Publicación PLACSP:
Adjudicación:05/04/2018
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=I%2Bn%2BFY0WyUoQK2TEfXGy%2BA%3D%3D"
"692.17","Servicios","Prestación de los servicios profesionales de consultoría y asistencia técnica, en el ámbito de las competencias propias que tienen asignadas, con sujeción al perfil que figura en el Pliego de Prescripciones Técnicas","Resuelta","60.000,00","Publicación PLACSP:
Adjudicación:08/02/2018
Formalización:08/02/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qXc0Ng8Qh5cQK2TEfXGy%2BA%3D%3D"
"691.17","Servicios","Prestación del servicio de interpretación de Lengua de Signos en la Universidad de Almería","Resuelta","60.000,00","Publicación PLACSP:
Adjudicación:18/01/2018
Formalización:18/01/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6FsUk5nnhfMQK2TEfXGy%2BA%3D%3D"
"686.17","Servicios","Asistencia técnica en el desarrollo de la administración electrónica en la UAL","Resuelta","147.659,00","Publicación PLACSP:
Adjudicación:19/02/2018
Formalización:19/02/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=DsrVZ2YHLMgQK2TEfXGy%2BA%3D%3D"
"684.17","Servicios","Asistencia técnica para la resolución de incidentes y peticiones de servicio TIC para PDI","Resuelta","110.743,80","Publicación PLACSP:
Adjudicación:19/02/2018
Formalización:19/02/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XbfiBeQWztcQK2TEfXGy%2BA%3D%3D"
"685.17","Servicios","Asistencia técnica en la prestación del servicio de gestión del equipamiento informático de libre acceso en biblioteca, en la gestión de los servicios audiovisuales en horario de tarde, y en la asistencia a los alumnos.","Resuelta","110.743,80","Publicación PLACSP:
Adjudicación:19/02/2018
Formalización:19/02/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=RBtMABuWV%2BoQK2TEfXGy%2BA%3D%3D"
"690.17","Servicios","Prestación del servicio de mantenimiento de UNIVERSITAS XXI, siendo incluidos los siguientes módulos y servicios:
-UNIVERSITAS XXI–Económico
-UNIVERSITAS XXI–Académico
-UNIVERSITAS XXI–Integrador
-UNIVERSITAS XXI-Firma digital
-UNIVERSITAS XXI-Recrusos Humanos
-Servicio Gestionado de UNIVERSITAS XXI
-Administración Extendida
-Servicio 12 X 7","Resuelta","1.064.567,80","Publicación PLACSP:
Adjudicación:12/01/2018
Formalización:12/01/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KM3iKHnho3YQK2TEfXGy%2BA%3D%3D"
"693.17","Suministros","Adquisición de un sistema de ultrafiltración  de la Universidad de Almería ","Resuelta","26.532,00","Publicación PLACSP:
Adjudicación:12/01/2018
Formalización:12/01/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=AKb%2Bmo49Ut4QK2TEfXGy%2BA%3D%3D"
"687.17","Suministros","Contratación de la licencia de uso de la plataforma de docencia virtual Blackboard Learn por un periodo de tres años.","Resuelta","162.000,00","Publicación PLACSP:
Adjudicación:13/12/2017
Formalización:13/12/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=3z8wnA1aFHoQK2TEfXGy%2BA%3D%3D"
"688.17","Servicios","Prestación del servicio integral de seguridad en las instalaciones de la Universidad de Almería.","Resuelta","2.247.936,00","Publicación PLACSP:
Adjudicación:17/05/2018
Formalización:12/06/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4p9FLGQ6%2B3wQK2TEfXGy%2BA%3D%3D"
"678.17","Suministros","Adquisición de un equipo de análisis de isótopos estables en multitud de soportes biológicos y geológicos (Financiación: Ministerio de Economía y Competitividad con referencia UNAM15-CE-3536, cofinanciada por el Banco Europeo de Inversiones y por FEDER (80%) dentro del Programa Operativo 2014-2020)","Resuelta","327.043,00","Publicación PLACSP:
Adjudicación:13/12/2017
Formalización:13/12/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=PZ3qftq%2B37MQK2TEfXGy%2BA%3D%3D"
"672.17","Suministros","Suministro, incluido el transporte, montaje e instalación  de equipos de climatización en varios edificios de la Universidad de Almería","Resuelta","206.809,00","Publicación PLACSP:
Adjudicación:21/02/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=FHvrkfEMyC4QK2TEfXGy%2BA%3D%3D"
